qt,PART,              DESCRIPTION,PART#,VNDR,VNDR#,COST,UNIT,VOLT,PHASE,AMPS,ASSEMBLY,TAGS,NOTES,LAST PRICE UPDATE,MANUAL Link
,PBV,"2-Way PBV, 1.5"" TC, 95 CV, Spring Return, NO/FO, 80psi, SS Body Ball And Stem",BLV2C-1.5-NO-316,FOR,4442044,$621.25,ea.,,,,,,,11/19/2021,
,PBV,"PBV, 3.0"" TC, TBD CV, Spring Return, NO/FO, 80psi, SS Body Ball And Stem2-Way",BLV2C-3-NO-316,FOR,,"$1,034.00",ea.,,,,,,,12/20/2021,
,PBV,"2-Way PBV, 3.0"" TC, TBD CV, Spring Return, NC/FC, 80psi, SS Body Ball And Stem",BLV2C-3-NC-316,FOR,4298584,"$1,034.00",ea.,,,,,,,12/20/2021,
,MCCV,"XP, MCCV, 1/2"" NPT Stainless Steel Electric Actuator, Power Close Power Open, 4-20mA","1/2"" 9FB-3600XT/ADCWX150UI1-IP",FOR,4562505,"$2,172.00",ea.,,,,,,,10/26/2023,
,MGGV,"XP, MGBV, 1/2"" NPT Stainless Steel, Pneumatic Actuator, CV5, (FC) 3-15 PSI","1/2"" 3522-7 / V200P",FOR,4560225,"$4,456.00",ea.,,,,,,,11/17/2023,
,PT,"XP, Pressure Transducer, 4-20mA, 3-15 PSIG",968-021-000,FOR,3001238,$964.00,ea.,,,,,,,10/26/2023,
,MFM,"MAG FLOW METER W/ PULSE, 1"" NPT, 24VDC, 0.1-26.4GPM",SM8601,IFM,SM8601,$615.23,ea.,24 VAC,,,,,,12/19/2024,
,FM,Flow Meter (15-600LPM) 4-20mA,SM2000,IFM,SM2000,$784.88,ea.,,,,,,,12/19/2024,
,CABLE,IO Link Interface KIT,ZZ1060,IFM,ZZ1060,$291.55,ea.,,,,,,,12/19/2024,
,,,AL1327,IFM,AL1327,$352.45,ea.,,,,,,,12/19/2024,
,,,AL1343,IFM,AL1343,$352.45,ea.,,,,,,,12/19/2024,
,,,AL2230,FIM,AL2230,$170.80,ea.,,,,,,,12/19/2024,
,,,AL2231,IFM,AL2231,$274.75,ea.,,,,,,,12/19/2024,
,,,AL2284,IFM,AL2284,$172.50,ea.,,,,,,,12/19/2024,
,,,DP2200,IFM,DP2200,$99.30,ea.,,,,,,,12/19/2024,
,,,E10109,IFM,E10109,$8.80,ea.,,,,,,,12/19/2024,
,,,E12354,IFM,E12354,$13.20,ea.,,,,,,,12/19/2024,
,,,E12542,IFM,E12542,$9.00,ea.,,,,,,,12/19/2024,
,,,E12598,IFM,E12598,$9.00,ea.,,,,,,,12/19/2024,
,,,E18161,IFM,E18161,$12.00,ea.,,,,,,,12/19/2024,
,,,E18162,IFM,E18162,$12.00,ea.,,,,,,,12/19/2024,
,,,E21133,IFM,E21133,$28.93,ea.,,,,,,,12/19/2024,
,,,E30054,IFM,E30054,$11.60,ea.,,,,,,,12/19/2024,
,,,IGS289,IFM,IGS289,$22.05,ea.,,,,,,,12/19/2024,
,,,LDL200,IFM,LDL200,"$1,130.22",ea.,,,,,,,12/19/2024,
,,,LDL201,IFM,LDL201,"$1,023.75",ea.,,,,,,,12/19/2024,
,,,LMC502,IFM,LMC502,$221.36,ea.,,,,,,,12/19/2024,
,,,LW2120,IFM,LW2120,"$1,406.63",ea.,,,,,,,12/19/2024,
,,,O1D100,IFM,O1D100,$325.07,ea.,,,,,,,12/19/2024,
,,,O1D300,IFM,O1D300,$334.62,ea.,,,,,,,12/19/2024,
,,,PN2294,IFM,PN2294,$353.85,ea.,,,,,,,12/19/2024,
,,,PN2694,IFM,PN2694,$308.40,ea.,,,,,,,12/19/2024,
,,,PX3224,IFM,PX3224,$116.00,ea.,,,,,,,12/19/2024,
,,,PX3227,IFM,PX3227,$161.25,ea.,,,,,,,12/19/2024,
,,,PX3238,IFM,PX3238,$192.11,ea.,,,,,,,12/19/2024,
,,,SA4110,IFM,SA4110,$265.50,ea.,,,,,,,12/19/2024,
,,,SD6601,IFM,SD6601,$582.90,ea.,,,,,,,12/19/2024,
,,,SV7610,IFM,SV7610,$298.77,ea.,,,,,,,12/19/2024,
,,,TT2281,IFM,TT2281,$57.80,ea.,,,,,,,12/19/2024,
,,,TT2291,IFM,TT2291,$74.70,ea.,,,,,,,12/19/2024,
,,,TT9291,IFM,TT9291,$70.80,ea.,,,,,,,12/19/2024,
,,,UIT504,IFM,UIT504,$296.73,ea.,,,,,,,12/19/2024,
,PMCV,"2-Way PMCV, 2"" NPT, 46.8CV, Spring Return, NO/FO, 8-12 PSI, Red Brass Body, SS Ball And Stem",V5011N1099/U+MP953C1075/U,COC,,$852.84,ea.,,,,,,,1/6/2022,
,TB,GLA- Terminal Block (Overhead),~~~~~~~~~~~~~~~~~~~~~~~~~~,GLA,~~~~~~~~~~~~,~~~~~~~,,,,,WIRING,,,,
,TB,12 AWG Grey 4pt Terminal Block 20A,ZK2.5-4P,GLA,3363173,$0.94,ea.,,,12.0A,WIRING,,,8/15/2024,
,TB,12 AWG Blue 4pt Terminal Block 20A,ZK2.5-4P-BL,GLA,3363174,$0.94,ea.,,,12.0A,WIRING,,,8/15/2024,
,TB,12 AWG GND 4pt Terminal Block 20A (Green/Yellow),ZK2.5-PE-4P,GLA,3398637,$3.45,ea.,,,12.0A,WIRING,,,8/15/2024,
,TB,10 AWG GND 4pt Terminal Block 30A (Green/Yellow),ZK4-PE-4P,GLA,3603864,$3.40,ea.,,,10.0A,WIRING,,,8/15/2024,
,TB,10 AWG Grey 4pt Terminal Block 30A,ZK4-4P,GLA,3603852,$1.12,ea.,,,10.0A,WIRING,,,8/15/2024,
,TB,4pt 10/12AWG Terminal Block End Section,EK-2.5-4P,GLA,3364002,$1.41,ea.,,,12.0A,WIRING,,,8/15/2024,
,TB,DIN-Anchor Dark Grey,BAM4,GLA,2913171,$0.84,ea.,,,,WIRING,,,8/15/2024,
,JUM,2pt Orange TB Jumper (32A),JB5-2,GLA,2913168,$0.80,ea.,,,32.0A,WIRING,,,8/15/2024,
,JUM,3pt Orange TB Jumper (32A),JB5-3,GLA,3339027,$1.41,ea.,,3,32.0A,WIRING,,,8/15/2024,
,JUM,5pt Orange TB Jumper (32A),JB5-5,GLA,2963912,$2.27,ea.,,,32.0A,WIRING,,,8/15/2024,
,JUM,10pt Orange TB Jumper (32A),JB5-10,GLA,2955784,$3.96,ea,,,32.0A,WIRING,,,8/15/2024,
,TB,12AWG 3-Tier Terminal Block Gray Three Circuit,ZK2.5-T3,GLA,3794162,$2.67,ea.,,,12.0A,WIRING,,,8/15/2024,
,TB,12AWG 3-Deck Terminal Block Gray One Circuit,ZK2.5-T1,GLA,4443847,$7.33,ea.,,,12.0A,WIRING,,,1/22/2024,
,TB,3-Tier Terminal Block Gray End Section,EK2.5-T3,GLA,3706457,$0.80,ea.,,,,WIRING,,,8/15/2024,
,TB,8AWG Grey 2pt Terminal Block (screw),,GLA,,,,,,8.0A,WIRING,,,,
,TB,8MM (6AWG) GND Green/Yellow 2pt Terminal Block,ZS10-PE,GLA,2961614,$3.45,ea.,,,6.0A,WIRING,,,8/15/2024,
,TB,ENTRELEC 8MM Terminal Block End Section,ZS4-ZS25,GLA,2913167,$0.29,,,,,WIRING,,,8/15/2024,
,TB,6 AWG Grey 2pt Terminal Block (screw),ZS10,GLA,2913164,$1.03,ea.,,,6.0A,WIRING,,,8/15/2024,
,TB,6 AWG GND Green/Yellow 2pt Terminal Block (screw),ZS10-PE,GLA,2961614,$3.45,ea.,,,6.0A,WIRING,,,8/15/2024,
,TB,6 AWG 2pt Terminal Block End Section,ZS4-ZS25,GLA,2913167,$0.29,ea.,,,6.0A,WIRING,,,8/15/2024,
,TB,4AWG Grey Screw Terminal Blocks (67AMP),ZS16,GLA,3343867,$0.76,ea.,,,4.0A,WIRING,,,8/15/2024,
,TB,4AWG GND Green/Yellow Screw Terminal Block (67AMP),ZS16-PE,GLA,3418345,$4.45,ea.,,,4.0A,WIRING,,,8/15/2024,
,TB,End Section for 4AWG & 3AWG Screw Blocks,1SNK505910R0000,GLA,2913167,$0.29,ea.,,,4.0A,WIRING,,,8/15/2024,
,TB,GRY- Terminal Block (Overhead),~~~~~~~~~~~~~~~~~~~~~~~~~~,GRY,~~~~~~~~~~~~,~~~~~~~,,,,,WIRING,,,,
,TB,12 AWG Blue 4PT 2.5-Quattro Terminal Block,"$3,209,581.00",GRY,25404896,$0.61,ea.,,,12.0A,WIRING,,,8/15/2024,
,TB,12 AWG Gray 4PT 2.5-Quattro Terminal Block,"$3,209,578.00",GRY,25378159,$0.61,ea.,,,12.0A,WIRING,,,8/15/2024,
,TB,12 AWG GND 4PT 2.5-Quattro Terminal Block,"$3,209,594.00",GRY,25378160,$1.97,ea.,,,12.0A,WIRING,,,8/15/2024,
,TB,12 AWG Terminal Block Cover,"$3,030,514.00",GRY,99694651,$0.20,ea.,,,12.0A,WIRING,,,8/15/2024,
,TB,10 AWG Gray 4PT 4-Quattro Terminal Block,"$3,211,797.00",GRY,25412832,$0.65,ea.,,,10.0A,WIRING,,,8/15/2024,
,TB,10 AWG GND 4PT 4-Quattro Terminal Block,"$3,211,809.00",GRY,25412833,$1.76,ea.,,,10.0A,WIRING,,,8/15/2024,
,TB,10 AWG Terminal Block Cover,"$3,208,979.00",GRY,25412830,$0.20,ea.,,,10.0A,WIRING,,,8/15/2024,
,TB,#6/#4 AWG Gray Curve PT16N Terminal Block,"$3,212,138.00",GRY,25638473,$1.70,ea.,,,4.0A,WIRING,,,8/15/2024,
,TB,#6/#4 AWG GND Curve PT16N-PE Terminal Block,"$3,212,147.00",GRY,25719565,$3.50,ea.,,,4.0A,WIRING,,,8/15/2024,
,TB,#6/#4 AWG Curve Terminal Block Cover,"$3,212,060.00",GRY,25638472,$0.43,ea.,,,4.0A,WIRING,,,8/15/2024,
,TB,12AWG 3-Tier Terminal Block Gray Three Circuit,"$3,210,499.00",GRY,25419638,$2.18,ea.,,,12.0A,WIRING,,,8/15/2024,
,TB,3-Tier Terminal Block Gray End Section,"$3,211,647.00",GRY,25408432,$0.44,ea.,,,,WIRING,,,8/15/2024,
,TB,E/NS 35N Din Anchor,"$800,886.00",GRY,99538183,$0.37,ea.,,,,WIRING,,,8/15/2024,
,TB,FBS-10-5 Red Jumper (10-pole),"$3,030,213.00",GRY,99694631,$1.32,ea.,,,,WIRING,,,8/15/2024,
,CABLE,ETHERNET RJ45 BLUE PATCH CORD 1',570-110-001 QUICKTRON,GLA,2568555,$1.29,ea.,,,,,,,1/22/2024,
,CABLE,ETHERNET RJ45 BLUE PATCH CORD 3',570-110-003 QUICKTRON,GLA,2533747,$1.63,ea.,,,,,,,1/22/2024,
,CABLE,ETHERNET RJ45 BLUE PATCH CORD 5',570-110-005 QUICKTRON,GLA,2568568,$2.28,ea.,,,,,,,1/22/2024,
,CABLE,ETHERNET RJ45 BLUE PATCH CORD 7',570-110-007 QUICKTRON,GLA,2568569,$2.70,ea.,,,,,,,1/22/2024,
,CABLE,ETHERNET RJ45 BLUE PATCH CORD 10',570-110-010 QUICKTRON,GLA,2568571,$3.31,ea.,,,,,,,1/22/2024,
,CABLE,Icotek KT 2/7 Grey Insert,"$41,202.00",KDL,3719137,$2.72,ea.,,,,,,,2/19/2025,
,CABLE,Icotek BTK Grey Blind Insert,"$41,251.00",KDL,3719139,$1.95,ea.,,,,,,,2/19/2025,
,CABLE,Icotek KEL-U 24 | 10 Cable Entry Frame,"$54,241.00",KDL,3738455,$29.38,ea.,,,,,,,2/19/2025,
,CABLE,Icotek KT4/6 Grey Insert (10pc/pkg),"$39,932.00",KDL,3743125,$4.23,ea.,,,,,,,2/19/2025,
,CABLE,Icotek KTS17 Grey Insert,"$39,900.00",KDL,3750271,$1.95,ea.,,,,,,,2/19/2025,
,CABLE,Icotek KTMBS 8-11 Small (Grey) Cable Grommet w/ 8-11mm size range,"$41,382.00",KDL,4688390,$1.95,ea.,,,,,,,2/19/2025,
,CABLE,Icotek KTMBS 10-12 Small (Grey) Cable Grommet w/10-12mm size range,"$41,383.00",KDL,4706507,$1.95,ea.,,,,,,,2/19/2025,
,CABLE,"BSTP-06/6x7.5 Moletec Multi-Hole Cord Grip 1"" Hub w/ Six Holes",,KDL,2221903,$9.18,ea.,,,,,,,2/19/2025,
,PANEL ORG,Black 16AWG 12MM Ferrule (UL LISTED),2808884 CEMBRE,GLA,3810762,$33.33,1000pc,,,16.0A,WIRING,,,1/22/2024,
,PANEL ORG,"1""x1"" Cable Tie Mount Pad",MPNY-1000-9-C T&B,GLA,126858,$37.29,100pc,,,,WIRING,,,1/22/2024,
,PANEL ORG,"7.87"" Cembre Ziptie (Black)",3041768 Cembre Cable Tie,GLA,3764880,$45.00,1000pc,,,,WIRING,,,1/22/2024,
,PANEL ORG,"8"" T&B Ziptie (Black)",L-8-40-0-M T&B,GLA,2244888,$83.57,1000pc,,,,WIRING,,,1/22/2024,
,PANEL ORG,"Spiral Wrap 1/4"" White Polyethylene",SRPE-250-9-C T&B,GLA,127325,$54.36,ea.,,,,WIRING,,,1/22/2024,
,PANEL ORG,2 Meter Din Rail Prepunched Steel (7.5mm tall),017322005 PR30 2M,GLA,131939,$8.29,ea.,,,,WIRING,,,8/15/2024,
,PANEL ORG,1 Meter Din Rail Prepunched Steel (7.5mm tall),010150804 Entrelec PR30,GLA,2065763,$4.59,ea.,,,,WIRING,,,8/15/2024,
,PANEL ORG,2 Meter Din Rail Prepunched Steel (7.5mm tall),XBANS3575P,GLA,2430852,$6.81,ea.,,,,WIRING,,,8/15/2024,
,PANEL ORG,Din Rail NS 35 Perforated 2000mmx 7.5mm,"$801,733.00",GRY,801733,$4.66,ea.,,,,WIRING,,,8/14/2024,
,TB,3AWG Grey Screw Terminal Blocks (100AMP),1SNK512010R0000,GLA,4053252,$4.06,ea.,,,3.0A,WIRING,,,8/9/2024,
,TB,3AWG GND Green/Yellow Screw Terminal Block (100AMP),1SNK512150R0000,GLA,4907191,$14.55,ea.,,,3.0A,WIRING,,,8/9/2024,
,PM,"PROSENSE Phase Monitor, 190-500VAC (Needs Socket)",PMRU-1C-480A-TL,AD,PMRU-1C-480A-TL,$73.00,ea.,500 VAC,,,MAIN BREAKER,,,6/8/2022,
,PM,8-PIN Relay Socket for ICM408/Prosense,ACS-8,AD,ACS-8,$7.75,ea.,,,,MAIN BREAKER,,,,
,PM,480V Voltage/Phase Monitoring Relay,MRV480A31U,GLA,4245273,$55.49,ea.,480 VAC,,,MAIN BREAKER,,,1/22/2024,
,PM,208-690VAC Voltage/Phase Monitoring Relay,MRV690A32S,GLA,4245392,$379.24,ea.,690 VAC,,,MAIN BREAKER,,,1/22/2024,
,GRP,"Grace Port, 120V 20A GFCI, CAT5 Ethernet",P-R2-K3RF3,GLA,2552634,$143.76,ea.,120 VAC,,20.0A,PLC/COM,,,1/22/2024,
,OUT,"Emphatec DIN Rail Mount Duplex Receptacle, 120VAC 15A","$330,036.00",GLA,4046592,$19.29,ea,120 VAC,,15.0A,PLC/COM,,,1/22/2024,
,BUZ,MAL SONALERT PANEL MOUNT MED CONTINOUS 2900HZ 6-28VDC,SC628,GLA,29245,$25.85,ea.,28 VAC,,,,,,1/22/2024,
,BUZ,MAL Gasket NEMA4X,ACC03,GLA,2425368,$0.40,ea.,,,,,,,1/22/2024,
,CG,ABB QUICK-CONNECT CG 1/2IN 6-12MM NYL LIGHT GREY,NPG-0501LG,GLA,3809153,$1.67,ea.,,,,WIRING,,,1/22/2024,
,CG,"Olflex Skintop 1/2NPT Cord Grip, Plastic, Black",S2112,GLA,135528,$1.12,ea.,,,,WIRING,,,10/17/2024,
,CG,"Olflex 1/2NPT Plastic Locknut, Black","$911,371.00",GLA,2063362,$0.35,ea.,,,,WIRING,,,10/17/2024,
,CG,"ARLINGTON CG 12"", WHITE","LPCG503W ARL 1/2"" NM CG .100/.300 WH..",KDL,4597404,$2.29,ea.,,,,WIRING,,,2/19/2025,
,DIN,"DWYER-INSTR DWYER INSTRUMENTS, *F DISPLAY",TS2-010,GLA,3740384,$67.46,ea.,,,,,,,1/22/2024,
,DIN,"DWYER-INSTR DWYER INSTRUMENTS, *C DISPLAY",TS2-011,GLA,3983518,$57.09,ea.,,,,,,,1/22/2024,
,DIN,DWYER-INSTR REAR BRACKET FOR TS2,TS2-BRK,GLA,3956098,$3.48,ea.,,,,,,,6/13/2024,
,CG,"OLF Skintop DIX-M Bushing M20 2P 0.197"" (5MM)","$53,320,250.00",GLA,2344493,$2.88,ea.,,,,WIRING,,,1/22/2024,
,PH,"ARL Pipe Hanger, 1-1/4"" EMT PVC80",NM2030,GLA,2067062,$1.57,ea.,,,,WIRING,,,1/22/2024,
,PT,16/3 SJT Pig Tail 6' Black 02547.70.01,"$2,093,062.00",GLA,2093062,$4.35,ea.,,,,,,,1/22/2024,
,LBL,STC BLICHMANN OVERLAY,Blichmann Decal,BLICH,,$2.00,ea.,,,,,,,,
,WC,WAGO Wire Connectors,,AMA,,$0.14,ea.,,,,WIRING,,,4/26/2023,
,FSH,FUSE HLDR CART 250V 16A PNL MNT,"â€ŽBK/HTB-34M-Râ€Ž""",DGK,,$6.76,ea.,250 VAC,,16.0A,WIRING,,,6/9/2022,
,FUS,FUSE GLASS 12.5A 250VAC 5X20MM,507-1551-ND,DGK,,$0.35,ea.,250 VAC,,12.5A,WIRING,,,6/9/2022,
,FUS,Panduit Female Disconnect Terminal (Insulated),DNF14-188-C,KDL,48475,$0.75,ea.,,,,WIRING,,,2/19/2025,
,WIRE,1X3 Narrow Slot Gray Duct,F1X3LG6,KDL,48697,$4.10,ft,,,,,,,2/19/2025,
,WIRE,1X4 Narrow Slot Gray Duct,F1X4LG6,KDL,48699,$5.05,ft,,,,,,,2/19/2025,
,WIRE,"1"" Gray Duct Cover",C1LG6,KDL,48428,$0.64,ft,,,,,,,2/19/2025,
,WIRE,2x3 Panduit F-Series Gray Duct,F2X3LG6,KDL,48701,$4.45,ft,,,,,,,2/19/2025,
,WIRE,"2"" Panduit Gray Duct Cover",C2LG6,KDL,48434,$0.99,ft,,,,,,,2/19/2025,
,WIRE,2x4 Narrow Slot Gray Duct,F2X4LG6,KDL,48703,$5.38,ft,,,,,,,2/19/2025,
,WIRE,4X4 Narrow Slot Gray Duct,F4X4LG6,KDL,48709,$6.90,ft,,,,,,,2/19/2025,
,WIRE,"4"" Panduit Gray Duct Cover",C4LG6,KDL,48444,$1.81,ft,,,,,,,2/19/2025,
,WIRE,KDL WIRE *DO NOT ORDER UNLESS YOU NEED TO! USE GRY*,~~~~~~~~~~~~~~~~~~~~~~~~~~,KDL,~~~~~~~~~~~~,~~~~~~~,,,,,,,,,
,WIRE,CUT 10/4 SOOW BLACK,,KDL,2017356,$2.73,ft,,,,,,,2/9/2024,
,WIRE,4/0 Black THHN Wire,,KDL,,,ft,,,,,,,10/1/2023,
,WIRE,3/0 Black THHN Wire,,KDL,61404,$4.66,ft,,,,,,,10/1/2023,
,WIRE,2/0 Black THHN Wire,,KDL,,,ft,,,,,,,10/1/2023,
,WIRE,1/0 Black THHN Wire,,KDL,,,ft,,,,,,,10/1/2023,
,WIRE,1 AWG Black THHN Wire,,KDL,,,ft,,,1.0A,,,,10/1/2023,
,WIRE,2 AWG Black THHN Wire,,KDL,,,ft,,,2.0A,,,,10/1/2023,
,WIRE,3 AWG Black THHN Wire,,KDL,61409,$1.55,ft,,,3.0A,,,,10/1/2023,
,WIRE,4 AWG Black THHN Wire,,KDL,61425,$1.32,ft,,,4.0A,,,,10/1/2023,
,WIRE,6 AWG Black THHN Wire,,KDL,61447,$0.83,ft,,,6.0A,,,,10/1/2023,
,WIRE,8 AWG Black THHN Wire,,KDL,61471,$0.54,ft,,,8.0A,,,,10/1/2023,
,WIRE,10 AWG Black MTW Wire,,KDL,60775,$0.42,ft,,,10.0A,,,,2/19/2025,
,WIRE,12 AWG Black MTW Wire,,KDL,60784,$0.27,ft,,,12.0A,,,,2/19/2025,
,WIRE,14 AWG Black MTW Wire,,KDL,60797,$0.18,ft,,,14.0A,,,,10/1/2023,
,WIRE,14 AWG Green MTW Wire,,KDL,60802,$0.18,ft,,,14.0A,,,,10/1/2023,
,WIRE,10 AWG Green THHN Wire,,KDL,,,ft,,,10.0A,,,,10/1/2023,
,WIRE,14 AWG Red MTW Wire,,KDL,60807,$0.18,ft,,,14.0A,,,,10/1/2023,
,WIRE,16 AWG Red MTW Wire,,KDL,60831,$0.15,ft,,,16.0A,,,,10/1/2023,
,WIRE,18 AWG Red MTW Wire,,KDL,60853,$0.09,ft,,,18.0A,,,,2/23/2024,
,WIRE,14 AWG White MTW Wire,,KDL,60809,$0.18,ft,,,14.0A,,,,10/1/2023,
,WIRE,16 AWG White MTW Wire,,KDL,60834,$0.15,ft,,,16.0A,,,,10/1/2023,
,WIRE,14 AWG Blue MTW Wire,,KDL,,,ft,,,14.0A,,,,10/1/2023,
,WIRE,16 AWG Blue MTW Wire,,KDL,60817,$0.15,ft,,,16.0A,,,,10/1/2023,
,WIRE,18 AWG Blue MTW Wire,,KDL,60842,$0.09,ft,,,18.0A,,,,2/28/2024,
,WIRE,20 AWG Blue MTW Wire,,KDL,60859,$0.08,ft,,,20.0A,,,,10/23/2024,
,WIRE,8 AWG White w/ Blue Stripe THHN Wire,,KDL,3674115,$0.79,ft,,,8.0A,,,,10/8/2024,
,WIRE,14 AWG White w/ Blue Stripe MTW Wire,,KDL,,,ft,,,14.0A,,,,10/1/2023,
,WIRE,16 AWG White w/ Blue Stripe MTW Wire,,KDL,4855103,$0.13,ft,,,16.0A,,,,3/26/2024,
,WIRE,18 AWG White w/ Blue Stripe MTW Wire,,KDL,2035975,$0.13,ft,,,18.0A,,,,2/28/2024,
,WIRE,20 AWG White w/ Blue Stripe MTW Wire,,KDL,2204091,$0.10,ft,,,20.0A,,,,10/23/2024,
,WIRE,16 AWG Pink MTW Wire,,KDL,60829,$0.15,ft,,,16.0A,,,,10/1/2023,
,WIRE,16 AWG Gray MTW Wire,,KDL,60826,$0.15,ft,,,16.0A,,,,10/1/2023,
,WIRE,14 AWG Purple THHN Wire,,KDL,61374,$0.13,ft,,,14.0A,,,,10/1/2023,
,WIRE,14 AWG Green/Yellow Strip MTW Wire,,KDL,2109723,$0.26,ft,,,14.0A,,,,10/1/2023,
,,GRY WIRE,~~~~~~~~~~~~~~~~~~~~~~~~~~,GRY,~~~~~~~~~~~~,~~~~~~~,,,,,,,,,
,WIRE,1 AWG Black THHN Wire,THHN-1-STR-BLK-CUT REEL,GRY,,$1.63,ft,,,1.0A,,,,2/5/2024,
,WIRE,2 AWG Black THHN Wire,THHN-2-STR-BLK-CUT REEL,GRY,,$1.48,ft,,,2.0A,,,,2/5/2024,
,WIRE,3 AWG Black THHN Wire,THHN-3-STR-BLK-CUT REEL,GRY,,$1.18,ft,,,3.0A,,,,2/5/2024,
,WIRE,4 AWG Black THHN Wire,THHN-4-STR-BLK-CUT REEL,GRY,,$1.24,ft,,,4.0A,,,,6/14/2024,
,WIRE,6 AWG Black THHN Wire,THHN-6-STR-BLK-CUT REEL,GRY,,$0.61,ft,,,6.0A,,,,2/5/2024,
,WIRE,8 AWG Black THHN Wire,THHN-8-STR-BLK-CUT REEL,GRY,,$0.40,ft,,,8.0A,,,,2/5/2024,
,WIRE,10 AWG Black MTW Wire,MTW/AWM-10-BLK-500S,GRY,MTW/AWM-100-BLK-500S,$0.33,ft,,,10.0A,,,,1/26/2024,
,WIRE,12 AWG Black MTW Wire,MTW/AWM-12-BLK-500S,GRY,,$0.21,ft,,,12.0A,,,,1/26/2024,
,WIRE,14 AWG Black MTW Wire,MTW/AWM-14-BLK-500S,GRY,,$0.14,ft,,,14.0A,,,,1/26/2024,
,WIRE,8 AWG Green TTHN Wire,THHN-8-STR-GRN-CUT REEL,GRY,22061578,$0.53,ft,,,8.0A,,,,10/7/2024,
,WIRE,14 AWG Green MTW Wire,MTW/AWM-14-GRN-500S,GRY,,$0.14,ft,,,14.0A,,,,1/26/2024,
,WIRE,16 AWG Gray MTW Wire,MTW/AWM-16-GRY-500S,GRY,88301738,$0.08,ft,,,16.0A,,,,5/1/2024,
,WIRE,6 AWG Red THHN Wire,THHN-6-STR-RED-CUT REEL,GRY,22061580,$0.68,ft,,,6.0A,,,,11/21/2024,
,WIRE,8 AWG Red THHN Wire,THHN-8-STR-RED-CUT REEL,GRY,22061580,$0.44,ft,,,8.0A,,,,11/21/2024,
,WIRE,10 AWG Red MTW Wire,MTW/AWM-10-RED-500S,GRY,88301711,$0.36,ft,,,10.0A,,,,9/30/2024,
,WIRE,14 AWG Red MTW Wire,MTW/AWM-14-RED-500S,GRY,,$0.14,ft,,,14.0A,,,,1/26/2024,
,WIRE,16 AWG Red MTW Wire,MTW/AWM-16-RED-500S,GRY,,$0.10,ft,,,16.0A,,,,1/26/2024,
,WIRE,18 AWG Red MTW Wire,MTW/AWM-18-RED-500S,GRY,,$0.06,ft,,,18.0A,,,,1/26/2024,
,WIRE,14 AWG White MTW Wire,MTW/AWM-14-WHT-500S,GRY,,$0.14,ft,,,14.0A,,,,1/26/2024,
,WIRE,16 AWG White MTW Wire,MTW/AWM-16-WHT-500S,GRY,,$0.10,ft,,,16.0A,,,,1/26/2024,
,WIRE,18 AWG White MTW Wire,MTW/AWM-18-WHT-500S,GRY,,$0.06,ft,,,18.0A,,,,1/26/2024,
,WIRE,8 AWG Blue THHN Wire,THHN-8-STR-BLUE-CUT REEL,GRY,,$0.53,ft,,,8.0A,,,,10/7/2024,
,WIRE,14 AWG Blue MTW Wire,MTW/AWM-14-BLU-500S,GRY,,$0.14,ft,,,14.0A,,,,1/26/2024,
,WIRE,16 AWG Blue MTW Wire,MTW/AWM-16-BLU-500S,GRY,,$0.10,ft,,,16.0A,,,,1/22/2024,
,WIRE,18 AWG Blue MTW Wire,MTW/AWM-18-BLU-500S,GRY,,$0.06,ft,,,18.0A,,,,1/26/2024,
,WIRE,14 AWG White w/ Blue Stripe MTW Wire,MTW/AWM-14-WHT/BLU-500S,GRY,,$0.19,ft,,,14.0A,,,,3/31/2024,
,WIRE,16 AWG White w/ Blue Stripe MTW Wire,MTW/AWM-16-WHT/BLU-500S,GRY,,$0.13,ft,,,16.0A,,,,3/31/2024,
,WIRE,18 AWG White w/ Blue Stripe MTW Wire,MTW/AWM-18-WHT/BLU-500S,GRY,,$0.10,ft,,,18.0A,,,,3/31/2024,
,WIRE,20 AWG White w/ Blue Stripe MTW Wire,MTW/AWM-20-WHT/BLU-500S,GRY,,$0.51,ft,,,20.0A,,,,2/21/2025,
,WIRE,4-Conductor 300v Rated Black Wire (12 AWG),CUT 12/4 SJOOW BLACK 300V,KDL,2030793,$1.92,ft,300 VAC,,12.0A,,,,1/28/2025,
,WIRE,4-Conductor 600v Rated Black Wire (12 AWG),CUT 12/4 SOOW BLACK 600V,KDL,2017349,$1.95,ft,600 VAC,,12.0A,,,,1/28/2025,
,WIRE,4-Conductor 300v Rated Black Wire (10 AWG),CUT 10/4 SJOOW BLACK 300V,KDL,2030790,$3.94,ft,300 VAC,,10.0A,,,,1/28/2025,
,WIRE,4-Conductor 600v Rated Black Wire (10 AWG),CUT 10/4 SOOW BLACK 600V,KDL,2017356,$2.63,ft,600 VAC,,10.0A,,,,1/28/2025,
,WIRE,Cat6 Riser (Ethernet Wire),,KDL,2479882,$0.20,ft,,,,,,,11/9/2023,
,COND,"1/2"" Type C PVC Body w/Cover (2x1/2""FNPT)",E987D,KDL,24448,$6.60,ea.,,,,WIRING,,,10/1/2023,
,RING,"Panduit Stronghold Ring Terms, #14-16AWG",EV14-8RB-Q,KDL,3799108,$0.15,ea.,,,16.0A,WIRING,,,2/19/2025,
