VENDORCODE,PART ABBREV.,Vendor Part Code,Manufacturer PART NUMBER,PART DESCRIPTION & DETAILS,COST,Unit/Qty,SUB CATEGORY,LAST PRICE UPDATE,SHELF QTY,Notes,ORDER QTY (MATT),TOTAL COST (MATT),ADD TO ORDER (MATT)
GLA,MMP,3668989,XTPRP16BC1,EATON - MMP - Short Circuit/Phase/OL 0.1-0.16A,$45.73,ea.,B-FRAME MMPs,05/21/25,,,,$0.00,
GLA,MMP,3668990,XTPRP25BC1,EATON - MMP - Short Circuit/Phase/OL 0.16-0.25,$41.31,ea.,,01/21/25,,,,$0.00,
GLA,MMP,2435556,XTPRP40BC1,EATON - MMP - Short Circuit/Phase/OL 0.25-0.4A,$54.97,ea.,,01/22/24,,,,$0.00,
GLA,MMP,2780047,XTOE1P6BCS,EATON - Standard Overload 0.33-1.65A,$50.02,ea.,,01/22/24,,,,$0.00,
GLA,MMP,2432623,XTPRP63BC1,EATON - MMP - Short Circuit/Phase/OL 0.4-0.63A,$48.51,ea.,,05/21/25,,,,$0.00,
GLA,MMP,2367126,XTPR001BC1,EATON - MMP - Short Circuit/Phase/OL 0.63-1.0A,$48.51,ea.,,05/21/25,,,,$0.00,
GLA,MMP,2390741,XTPR1P6BC1,EATON - MMP - Short Circuit/Phase/OL 1.0-1.6A,$48.51,ea.,,05/21/25,,,,$0.00,
GLA,MMP,2304772,XTPR2P5BC1,EATON - MMP - Short Circuit/Phase/OL 1.6-2.5A,$48.51,ea.,,05/21/25,,,,$0.00,
GLA,MMP,2273200,XTPR004BC1,EATON - MMP - Short Circuit/Phase/OL 2.5-4.0A,$48.10,ea.,,05/21/25,,,,$0.00,
GLA,MMP,2271731,XTPR6P3BC1,EATON - MMP - Short Circuit/Phase/OL 4.0-6.3A,$48.51,ea.,,05/21/25,,,,$0.00,
GLA,MMP,2388333,XTPR010BC1,EATON - MMP - Short Circuit/Phase/OL 6.3-10.0A,$44.19,ea.,,05/21/25,,,3,$132.57,
GLA,MMP,2271732,XTPR012BC1,EATON - MMP - Short Circuit/Phase/OL 8.0-12.0A,$47.58,ea.,,05/21/25,,,,$0.00,
GLA,MMP,2271733,XTPR016BC1,EATON - MMP - Short Circuit/Phase/OL 10.0-16.0A,$50.93,ea.,,05/21/25,,,,$0.00,
GLA,MMP,2318325,XTPR020BC1,EATON - MMP - Short Circuit/Phase/OL 16.0-20.0A,$57.70,ea.,,05/21/25,,,,$0.00,
GLA,MMP,2271734,XTPR025BC1,EATON - MMP - Short Circuit/Phase/OL 20.0-25.0A,$64.49,ea.,,05/21/25,,,,$0.00,
GLA,MMP,2271735,XTPR032BC1,EATON - MMP - Short Circuit/Phase/OL 25.0-32.0A,$64.21,ea.,,05/21/25,,,,$0.00,
GLA,MMP,2433625,XTPR040DC1,EATON - MMP - Short Circuit/Phase/OL 32.0-40.0A,$140.93,ea.,D-FRAME MMPs,05/21/25,,,,$0.00,
GLA,MMP,2430731,XTPR058DC1,EATON - MMP - Short Circuit/Phase/OL 50.0-58.0A,$181.65,ea.,,05/30/25,,,,$0.00,
GLA,MMP,2333487,XTPR063DC1,EATON - MMP - Short Circuit/Phase/OL 55.0-63.0A,$179.44,ea.,,01/22/24,,,,$0.00,
GLA,MMP,3675691,PKZM4-63,EATON - MMP - CH Manual Mtr Controller 55.0-63.0A,$183.95,ea.,,05/21/25,,,,$0.00,
GLA,MMP,2271747,XTPAXTPCB,EATON - Connecting Link for MMP/CON Frame B:B (USE IF BELOW NOT STOCK),$15.58,ea.,B:B CONNECTING LINK,05/21/25,,,,$0.00,
GLA,MMP,3612410,XTPAXEMCB,EATON - Connecting Link for MMP/CON Frame B:B,$8.10,ea.,*OUR GO-TO CON LINK,05/21/25,,,,$0.00,
GLA,MMP,,PKZM0-XDM32ME,Eaton- Connecting Link for MMP/CON Frame B:D,,ea.,,10/01/23,6,,,$0.00,
GLA,CON,2271619,XTCE009B10A,EATON - 9A (20A Gen.) Contactor 3P 1 N.O. AC Coil,$28.83,ea.,B-FRAME CONTACTORS,05/21/25,,10.6 IN#,,$0.00,
GLA,CON,2289559,XTCE009B10TD,EATON - 9A (20A Gen.) Contactor 3P 1 N.O. DC Coil,$36.24,ea.,,05/21/25,,10.6 IN#,,$0.00,
GLA,CON,2271620,XTCE012B10A,EATON - 12A (20A Gen.) Contactor 3P 1 N.O. AC Coil,$33.04,ea.,,05/21/25,,,,$0.00,
GLA,CON,2350588,XTCE012B10TD,EATON - 12A (20A Gen.) Contactor 3P 1 N.O. DC Coil,$46.70,ea.,,05/21/25,,,,$0.00,
GLA,CON,2271621,XTCE015B10A,EATON - 15A (20A Gen.) Contactor 3P 1 N.O. AC Coil,$35.25,ea.,,01/21/25,,,,$0.00,
GLA,CON,2317231,XTCE015B10TD,EATON - 15A (20A Gen.) Contactor 3P 1 N.O. DC Coil,$54.50,ea.,,05/21/25,,,,$0.00,
GLA,MMP,4076640,XTPAXEMCC,EATON - Connecting Link for MMP/CON Frame B:C,$10.59,ea.,B:C CONNECTING LINK,05/21/25,,,,$0.00,
GLA,MMP,2761473,XTPAXTPCD,EATON - Connecting Link for MMP/CON Frame D:D,$24.31,ea.,D:D CONNECTING LINK,05/21/25,,,,$0.00,
GLA,CON,2271622,XTCE018C10A,EATON - 18A (40A Gen.) Contactor 3P 1 N.O. AC Coil,$27.53,ea.,C-FRAME CONTACTORS,01/22/24,,,,$0.00,
GLA,CON,2443231,XTCE018C10TD,EATON - 18A (40A Gen.) Contactor 3P 1 N.O. DC Coil,$44.44,ea.,,05/21/25,,,,$0.00,
GLA,CON,2271623,XTCE025C10A,EATON - 25A (40A Gen.) Contactor 3P 1 N.O. AC Coil,$75.95,ea.,,01/21/25,1,,,$0.00,
GLA,CON,2363961,XTCE025C10TD,EATON - 25A (40A Gen.) Contactor 3P 1 N.O. DC Coil,$56.05,ea.,,05/21/25,2,,,$0.00,
GLA,CON,2271625,XTCE032C10A,EATON - 32A (40A Gen.) Contactor 3P 1 N.O. AC Coil,$46.90,ea.,,01/22/24,,,,$0.00,
GLA,CON,2317234,XTCE032C10TD,EATON - 32A (40A Gen.) Contactor 3P 1 N.O. DC Coil,$72.13,ea.,,05/21/25,,,,$0.00,
GLA,CON,2768927,XTCE040DS1TD,EATON - 40A (63A Gen.) Contactor 3P 1 N.O. DC Coil,$123.04,ea.,D-FRAME CONTACTORS,05/21/25,,,,$0.00,
GLA,CON,2271627,XTCE050D00A,EATON - 50A (80A Gen.) Contactor 3P 0 N.O.-0 N.C. AC Coil,$428.44,ea.,,01/22/24,,,,$0.00,
GLA,CON,2442653,XTCE065D00TD,EATON - 65A  Contactor 3P 0 N.O.-0 N.C. DC Coil,$125.13,ea.,,05/21/25,,,,$0.00,
GLA,CON,2312944,XTCE080F00A,EATON - 80A (125A Gen.) Contactor 3P 0 N.O.-0 N.C. AC Coil,$349.19,ea.,F-FRAME CONTACTORS,01/22/24,,,1,$349.19,
GLA,CON,2271665,XTOB065DC1,"EATON IEC Magnetic Overload Frame D Class 10, 50-65A",$57.99,ea.,,05/21/25,,,,$0.00,
GLA,CON,2306107,XTCEXFAC11,EATON - Contactor Front  Mount Auxiliary,$11.55,ea.,MOTOR ASSEMBLY ACCESSORIES,05/21/25,,,,$0.00,
GLA,MMP,2271754,XTPAXFA11,EATON - MMP Front Under Mount Auxiliary,$8.40,ea.,,05/21/25,,,3,$25.20,
GLA,CON,2271719,XTCEXMLB,EATON - Contactor Mechanical Interlock (B-Frame),$22.63,ea,,08/22/25,,,,$0.00,
GLA,CON,2271720,XTCEXMLC,EATON - Contactor Mechanical Interlock (C-Frame),$7.19,ea.,,05/21/25,,,,$0.00,
GLA,CON,2271721,XTCEXMLD,EATON - Contactor Mechanical Interlock (D-Frame),$10.44,ea.,,05/21/25,,,,$0.00,
GLA,CON,2772715,XTCEXRLD,EATON - Reversing Wiring Kit for Interlocked Contactors,$26.38,ea.,,05/21/25,,,,$0.00,
GLA,CON,2312934,XTCEXSBN11,EATON - Contactor Side Auxillary Frame D-G,$19.98,ea.,,05/21/25,,,,$0.00,
GLA,MMP,2271750,XTPAXLSA,EATON - B Frame 3 Pole Feeder (60A Max),$9.29,ea.,,05/21/25,,,,$0.00,
GLA,MMP,3949076,XTPAXIT,Sub for XLSA - EATON - B Frame 3 Pole Feeder (63A Max),$8.44,ea.,,05/21/25,,,,$0.00,
GLA,MMP,2761477,XTPAXLSAD,EATON - D Frame 3 Pole Feeder (120A Max),$16.68,ea.,,05/21/25,,,,$0.00,
GLA,MMP,3744786,XTPAXCLKA2,EATON - 3 Pole 2CMC Busbar (60A Max),$8.09,ea.,,05/21/25,,,,$0.00,
GLA,MMP,2478978,XTPAXCLKA3,EATON - 3 Pole 3CMC Busbar (60A Max),$12.79,ea.,,05/21/25,,,,$0.00,
GLA,MMP,2478979,XTPAXCLKA4,EATON - 3 Pole 4CMC Busbar (60A Max),$15.31,ea.,,05/21/25,,,,$0.00,
GLA,MMP,2478980,XTPAXCLKA5,EATON - 3 Pole 5CMC Busbar (60A Max),$17.58,ea.,,05/21/25,,,,$0.00,
KDL,MMP,~~~~~~~~~~~~,~~~~~~~~~~~~~~~~~~~~~~~~~~,ALLEN BRADLEY MMP & MMP COMPONENTS,~~~~~~~,,,,,,,#INVALID OPERATION,
KDL,MMP,2828736,140M-C-WTEN,AB Compact Busbar Feeder Terminal,$51.65,ea.,,06/13/25,,,,$0.00,
KDL,MMP,2829195,140M-C-W455N,AB Compact Busbar (5CMC),$70.40,ea.,,06/13/25,,,,$0.00,
KDL,MMP,4419714,140MT-C3E-B40,AB - MMP - Short Circuit/Phase/OL 6.3-10.0A,$70.00,ea.,,06/13/25,,,,$0.00,
KDL,MMP,1417,140M-C-AFA11,AB FRONT AUX CONTACT 1NO+1NC,$44.44,ea.,,02/19/25,,,,$0.00,
KDL,MMP,1436,140M-C-PEC23,AB CONNECTION MODULE,$16.18,ea.,,06/13/25,,,,$0.00,
KDL,MMP,,100-C09EJ10,"AB Contactor (9A, 24VDC Coil)",$45.86,ea.,,03/06/24,,,,$0.00,
GLA,VFD,~~~~~~~~~~~~,~~~~~~~~~~~~~~~~~~~~~~~~~~,ABB VFDs,~~~~~~~,,,,,,,#INVALID OPERATION,
GLA,VFD,2861054,ACS355-01U-06A7-2,ABB 1.5HP NEMA 1 230V (1PH) STO R1,$270.48,ea.,ABB 1PH ACS355 230V VFDs,01/23/24,,,,$0.00,
GLA,VFD,3597734,ACS355-01U-07A5-2,ABB 2.0HP NEMA 1 230V (1PH) STO R2,$299.31,ea.,,01/22/24,,,,$0.00,
GLA,VFD,3582572,ACS355-01U-09A8-2,ABB 3.0HP NEMA 4X 230V (1PH) STO R2,$361.25,ea.,,01/23/24,,,,$0.00,
GLA,VFD,3393947,ACS355-03U-02A4-2,ABB 0.5HP 230V (3PH) STO R0,$213.44,ea.,ABB 3PH ACS355 230V VFDs,01/22/24,,,,$0.00,
GLA,VFD,3541422,ACS355-03U-06A7-2,ABB 1.5HP NEMA 1 230V (3PH) STO R1,$270.48,ea.,,01/22/24,,,,$0.00,
GLA,VFD,2778115,ACS355-03U-07A5-2,ABB 2.0HP NEMA 1 230V (3PH) STO R1,$299.31,ea.,,01/22/24,,,,$0.00,
GLA,VFD,3412759,ACS355-03U-09A8-2,ABB 3.0HP NEMA 1 230V (3PH) STO R2,$361.25,ea.,,01/22/24,,,,$0.00,
GLA,VFD,2895650,ACS355-03U-17A6-2,ABB 5.0HP NEMA 1 230V (3PH) STO R2,$447.12,ea.,,01/22/24,,,,$0.00,
GLA,VFD,3590561,ACS355-03U-24A4-2,ABB 7.5HP NEMA 1 230V (3PH) STO R3,$583.89,ea.,,01/22/24,,,,$0.00,
GLA,VFD,3569998,ACS355-03U-31A0-2,ABB 10.0HP NEMA 1 230V (3PH) STO R4,$770.35,ea.,,01/22/24,,,,$0.00,
GLA,VFD,3584975,ACS355-03U-46A2-2,ABB 15.0HP NEMA 1 230V (3PH) STO R4,"$1,018.13",ea.,,01/22/24,,,,$0.00,
GLA,VFD,2843991,ACS355-03U-01A2-4,ABB 0.5HP 460V (3PH) STO R0,$253.92,ea.,ABB 3PH ACS355 460V VFDs,01/22/24,,,,$0.00,
GLA,VFD,2788811,ACS355-03U-03A3-4,ABB 1.5HP NEMA 1 460V (3PH) STO R1,$329.97,ea.,,01/22/24,,,,$0.00,
GLA,VFD,3500135,ACS355-03U-04A1-4,ABB 2.0HP NEMA 1 460V (3PH) STO R1,$353.89,ea.,,01/22/24,,,,$0.00,
GLA,VFD,2766218,ACS355-03U-05A6-4,ABB 3.0HP NEMA 1 460V (3PH) STO R1,$428.72,ea.,,01/22/24,1,,,$0.00,
GLA,VFD,2836150,ACS355-03U-08A8-4,ABB 5.0HP NEMA 1 460V (3PH) STO R1,$508.45,ea.,,01/22/24,,,,$0.00,
GLA,VFD,2808415,ACS355-03U-12A5-4,ABB 7.5HP NEMA 1 460V (3PH) STO R3,$624.99,ea.,,01/22/24,4,,,$0.00,
GLA,VFD,2807802,ACS355-03U-15A6-4,ABB 10.0HP NEMA 1 460V (3PH) STO R3,$771.57,ea.,,01/22/24,,,,$0.00,
GLA,VFD,2794285,ACS355-03U-23A1-4,ABB 15.0HP NEMA 1 460V (3PH) STO R3,$986.24,ea.,,01/22/24,,,,$0.00,
GLA,VFD,2913138,ACS355-03U-31A0-4,ABB 20.0HP NEMA 1 460V (3PH) STO R4,"$1,203.36",ea.,,01/22/24,,,,$0.00,
GLA,VFD,2950969,ACS355-03U-44A0-4,ABB 25.0HP HVY Duty 30.0HP LT Duty NEMA 1 460V (3PH) STO R4,"$1,739.41",ea.,,01/22/24,,,,$0.00,
GLA,VFD,2360624,ACS-CP-C,Basic Keypad ABB ACS,$46.00,ea.,ABB ACS355 VFD ACCESSORIES,01/22/24,,,,$0.00,
GLA,VFD,2319122,ACS-CP-A,Advanced Keypad ABB ACS,$100.88,ea.,,01/22/24,1,,,$0.00,
GLA,VFD,2718177,ACS/H-CP-EXT-IP66,ABB NEMA4X Remote Mount Kit,$38.64,ea.,,01/22/24,1,,,$0.00,
GLA,VFD,3793673,FENA-21-KIT,ABB Modbus TCP Module Ethernet - Dual Port,$203.32,ea.,,01/22/24,,,,$0.00,
GLA,VFD,2639151,FENA-01-KIT,ABB Modbus TCP Module Ethernet - Single Port,$134.52,ea.,,01/22/24,1,,,$0.00,
GLA,VFD,2740406,FMBA-01-KIT,ABB Fieldbus Module RS485,$87.09,ea.,,01/22/24,,,,$0.00,
KDL,DR,4062852,KDRMA5H1,KDR Drive Reactor 480V 1HP,$66.60,ea.,GENERAL VFD ACCESSORIES,10/01/23,,,,$0.00,
GLA,VFD,~~~~~~~~~~~~,~~~~~~~~~~~~~~~~~~~~~~~~~~,EATON DS7 Series Soft Start,~~~~~~~,,,,,,,#INVALID OPERATION,
GLA,VFD,3659492,DS7-340SX070N0-N,"Eaton DS7 Soft Starter,480V 50HP/70A Max, 24V AC/DC Control",$525.42,ea.,EATON Soft Start,08/21/25,,"GLA STOCK, EATON NON-STOCK",,$0.00,
GLA,VFD,~~~~~~~~~~~~,~~~~~~~~~~~~~~~~~~~~~~~~~~,EATON DM1 VFD Series,~~~~~~~,,,,,,,#INVALID OPERATION,
GLA,VFD,4773490,DM1-35013NB-S20S,DM1 3P 575V FR3 7.5KW 10HP NON EMI US,$925.17,ea.,,06/17/25,,NON-STOCK -> 10 WEEK LEAD,,$0.00,
GLA,VFD,5009979,DM1-354D5EB-S20S,DM1 PRO 3PH 575V FR2 3HP  w/EMC,$494.28,ea.,,04/23/25,,,,$0.00,
GLA,VFD,4444553,DM1-354D5NB-S20S,DM1 PRO 3PH 575V FR2 3HP  NOEMC,$471.00,ea.,,04/23/25,,NON-STOCK -> 10 WEEK LEAD,,$0.00,
GLA,VFD,4350114,DM1-341D5NB-S20S,DM1 PRO 3PH 480V FR1 0.5HP 1.5A CT NOEMC,$206.32,ea.,EATON 3PH DM1 PRO 480V VFDs,06/17/25,,"GLA STOCK, EATON NON-STOCK",,$0.00,
GLA,VFD,4318387,DM1-342D2NB-S20S,DM1 PRO 3PH 480V FR1 1HP 2.2A CT NOEMC,$272.90,ea.,,06/17/25,,EATON STOCK,,$0.00,
GLA,VFD,4220024,DM1-344D3NB-S20S,DM1 PRO 3PH 480V FR1 2HP 4.3A CT NOEMC,$323.27,ea.,,05/21/25,,GLA/EATON STOCK,,$0.00,
GLA,VFD,4220025,DM1-345D6NB-S20S,DM1 PRO 3PH 480V FR1 3HP 5.6A CT NOEMC,$383.25,ea.,,05/21/25,,GLA/EATON STOCK,,$0.00,
GLA,VFD,4220026,DM1-347D6NB-S20S,DM1 PRO 3PH 480V FR2 5HP 7.6A CT NOEMC,$455.82,ea.,,05/21/25,,EATON STOCK,3,"$1,367.46",
GLA,VFD,4390048,DM1-34012NB-S20S,DM1 PRO 3PH 480V FR2 7.5HP 12A CT NOEMC,$643.55,ea.,,06/17/25,,"GLA STOCK, EATON NON-STOCK",,$0.00,
GLA,VFD,4390049,DM1-34016NB-S20S,DM1 PRO 3PH 480V FR2 10HP 16A CT NOEMC,$832.47,ea.,,06/17/25,,GLA/EATON STOCK,,$0.00,
GLA,VFD,4342381,DM1-34023NB-S20S,DM1 PRO 3PH 480V FR3 15HP 23A CT NOEMC,$904.55,ea.,,06/17/25,,GLA/EATON STOCK,,$0.00,
GLA,VFD,4390050,DM1-34031NB-S20S,DM1 PRO 3PH 480V FR4 20HP 31A CT NOEMC,"$1,042.49",ea.,,01/22/24,,NON-STOCK -> 10 WEEK LEAD,,$0.00,
GLA,VFD,4390051,DM1-34038NB-S20S,DM1 PRO 3PH 480V FR4 25HP 38A CT NOEMC,"$1,487.42",ea.,,06/17/25,,NON-STOCK -> 10 WEEK LEAD,,$0.00,
GLA,VFD,4167003,DG1-34046FB-C21C,"DG1 3PH 480V FR3 30HP 46A CT REQUIRES 12"" DEEP ENCLOSURE!","$2,605.18",ea.,,05/21/25,,EATON STOCK,,$0.00,
GLA,VFD,3612335,DG1-34061FN-C21C,"DG1 3PH 480V FR4 40HP 61A CT, No Brake Chopper Ckt Installed","$2,728.85",ea.,,04/23/25,,,,$0.00,
GLA,VFD,4124642,DG1-34072FN-C21C,"DG1 3PH 480V FR4 50HP 72A CT, No Brake Chopper Ckt Installed","$2,968.96",ea.,,,,,,$0.00,
GLA,VFD,3612363,DG1-34087FN-C21C,DG1 3PH 480V FR4 60HP 87A CT,"$3,799.11",ea.,,05/21/25,,EATON STOCK,,$0.00,
GLA,VFD,4683325,DM1-123D0EB-S20S,DM1 PRO 1PH 230V FR1 0.5HP w/EMC,$333.78,ea.,"EATON VFDs WITH EMC FILTER
(Better availability)",06/17/25,1,EATON STOCK,,$0.00,
GLA,VFD,4575391,DM1-324D8EB-S20S,DM1 PRO 3PH 230V FR1 1HP w/EMC,$368.78,ea.,,06/17/25,,EATON STOCK,,$0.00,
GLA,VFD,4545019,DM1-327D8EB-S20S,DM1 PRO 3PH 230V FR1 2HP w/EMC,$466.47,ea.,,10/03/25,,,,$0.00,
GLA,VFD,4390652,DM1-23011EB-S20S,DM1 PRO 3PH 230V FR2 3HP w/EMC,$540.55,ea.,,06/17/25,,EATON STOCK,,$0.00,
GLA,VFD,4557115,DM1-32017EB-S20S,DM1 PRO 3PH 230V FR2 5HP w/EMC,$776.64,ea.,,06/17/25,,EATON STOCK,,$0.00,
GLA,VFD,4575393,DM1-32025EB-S20S,DM1 PRO 3PH 230V FR2 7.5HP w/EMC,$990.75,ea.,,06/17/25,,GLA/EATON STOCK,,$0.00,
GLA,VFD,4575394,DM1-32032EB-S20S,DM1 PRO 3PH 230V FR4 10HP w/EMC,"$1,019.95",ea.,,01/22/24,,EATON STOCK,,$0.00,
GLA,VFD,4390593,DM1-342D2EB-S20S,DM1 PRO 3PH 480V FR1 1HP w/EMC,$299.88,ea.,,06/17/25,,EATON STOCK,,$0.00,
GLA,VFD,4390650,DM1-344D3EB-S20S,DM1 PRO 3PH 480V FR1 2HP w/EMC,$355.66,ea.,,06/17/25,,EATON STOCK,,$0.00,
GLA,VFD,4436643,DM1-345D6EB-S20S,DM1 PRO 3PH 480V FR1 3HP w/EMC,$402.45,ea.,,06/17/25,,EATON STOCK,,$0.00,
GLA,VFD,4390651,DM1-347D6EB-S20S,DM1 PRO 3PH 480V FR2 5HP w/EMC,$501.41,ea.,,06/17/25,,EATON STOCK,,$0.00,
GLA,VFD,4575474,DM1-34012EB-S20S,DM1 PRO 3PH 480V FR2 7.5HP w/EMC,$707.72,ea.,,06/17/25,,EATON STOCK,,$0.00,
GLA,VFD,4436640,DM1-34016EB-S20S,DM1 PRO 3PH 480V FR2 10HP w/EMC,$832.47,ea.,,06/17/25,,EATON STOCK,,$0.00,
GLA,VFD,4312237,DM1-34023EB-S20S,DM1 PRO 3PH 480V FR3 15HP w/EMC,"$1,094.57",ea.,,05/21/25,,EATON STOCK,,$0.00,
GLA,VFD,4394566,DM1-34038EB-S20S,DM1 PRO 3PH 480V FR4 25HP w/EMC,"$1,636.16",ea.,,06/17/25,,EATON STOCK,,$0.00,
GLA,VFD,4683324,DM1-121D6NB-S20S,DM1 PRO 1PH 230V FR1 0.25HP 1.6A CT NOEMC,$230.96,ea.,EATON 1PH DM1 PRO 230V VFDs,01/22/24,,NON-STOCK -> 10 WEEK LEAD,,$0.00,
GLA,VFD,4524128,DM1-321D6NB-S20S,DM1 PRO 3PH 230V FR1 0.25HP 1.6A CT NOEMC,$224.04,ea.,EATON 3PH DM1 PRO 230V VFDs,01/22/24,,NON-STOCK -> 10 WEEK LEAD,,$0.00,
GLA,VFD,4524131,DM1-323D0NB-S20S,DM1 PRO 3PH 230V FR1 0.5HP 3.0A CT NOEMC,$294.70,ea.,,06/17/25,,"GLA STOCK, EATON NON-STOCK",,$0.00,
GLA,VFD,4524132,DM1-324D8NB-S20S,DM1 PRO 3PH 230V FR1 1HP 4.8A CT NOEMC,$335.41,ea.,,06/17/25,,NON-STOCK -> 10 WEEK LEAD,,$0.00,
GLA,VFD,4524133,DM1-327D8NB-S20S,DM1 PRO 3PH 230V FR1 2HP 7.8A CT NOEMC,$431.47,ea.,,06/17/25,,"GLA STOCK, EATON NON-STOCK",,$0.00,
GLA,VFD,4438048,DM1-32011NB-S20S,DM1 PRO 3PH 230V FR2 3HP 11A CT NOEMC,$491.71,ea.,,06/17/25,,GLA/EATON STOCK,,$0.00,
GLA,VFD,4391398,DM1-32017NB-S20S,DM1 PRO 3PH 230V FR2 5HP 17A CT NOEMC,$705.81,ea.,,06/17/25,,"GLA STOCK, EATON NON-STOCK",,$0.00,
GLA,VFD,4524139,DM1-32025NB-S20S,DM1 PRO 3PH 230V FR3 7.5HP 25A CT NOEMC,$764.79,ea.,,01/22/24,,NON-STOCK -> 10 WEEK LEAD,,$0.00,
GLA,VFD,4486043,DM1-32032NB-S20S,DM1 PRO 3PH 230V FR4 10HP 32A CT NOEMC,"$1,091.70",ea.,,06/17/25,,NON-STOCK -> 10 WEEK LEAD,,$0.00,
GLA,VFD,4489048,DM1-32048NB-S20S,DM1 PRO 3PH 230V FR4 15HP 48A CT NOEMC,"$1,443.39",ea.,,06/17/25,,NON-STOCK -> 10 WEEK LEAD,,$0.00,
GLA,VFD,3612378,DXG-KEY-LCD,NEMA 12 EATON C-H DG1 STANDARD KEYPAD,$69.69,ea.,EATON VFD ACCESSORIES,05/21/25,,EATON STOCK,,$0.00,
GLA,VFD,3884208,DXG-KEY-RMTKIT,NEMA 12 EATON CH DG1 REMOTE KEYPAD KIT (3.0M CABLE),$49.57,ea.,,05/21/25,,EATON STOCK,,$0.00,
KDL,VFD,~~~~~~~~~~~~,~~~~~~~~~~~~~~~~~~~~~~~~~~,Allen Bradley PowerFlex VFDs,~~~~~~~,,,10/01/23,,,,#INVALID OPERATION,
KDL,VFD,2963502,25B-B2P5N104,"AB PF 525, 240V, 3PH, 0.5HP, IP2",$272.17,ea.,"ALLEN BRADLEY
3PH 525 240V VFDs",10/01/23,,,,$0.00,
KDL,VFD,2963505,25B-B5P0N104,"AB PF 525, 240V, 3PH, 1HP, IP20",$302.64,ea.,,10/01/23,,,,$0.00,
KDL,VFD,2963506,25B-B8P0N104,"AB PF 525, 240V, 3PH, 2HP, IP20",$389.05,ea.,,10/01/23,,,,$0.00,
KDL,VFD,2963507,25B-B011N104,"AB PF 525, 240V, 3PH, 3HP, IP20",$425.79,ea.,,10/01/23,,,,$0.00,
KDL,VFD,2963508,25B-B017N104,"AB PF 525, 240V, 3PH, 5HP, IP20",$525.98,ea.,,10/01/23,,,,$0.00,
KDL,VFD,2963561,25B-B024N104,"AB PF 525, 240V, 3PH, 7.5HP, IP20",$780.61,ea.,,10/01/23,,,,$0.00,
KDL,VFD,2963563,25B-B032N104,"AB PF 525, 240V, 3PH, 10HP, IP20",$901.67,ea.,,10/01/23,,,,$0.00,
KDL,VFD,2963565,25B-B048N104,"AB PF 525, 240V, 3PH, 15HP, IP20","$1,131.26",ea.,,10/01/23,,,,$0.00,
KDL,VFD,2963568,25B-D1P4N104,AB PF 525 480V 3PH 0.5HP IP20,$761.35,ea.,"ALLEN BRADLEY
3PH 525 480V VFDs",06/13/25,,,,$0.00,
KDL,VFD,2962861,25B-D2P3N104,AB PF 525 480V 3PH 1HP IP20,$869.16,ea.,,10/01/23,,,,$0.00,
KDL,VFD,2962805,25B-D4P0N104,AB PF 525 480V 3PH 2HP IP20,"$1,101.05",ea.,,06/13/25,,,,$0.00,
KDL,VFD,2963555,25B-D6P0N104,AB PF 525 480V 3PH 3HP IP20,$459.18,ea.,,10/01/23,,,,$0.00,
KDL,VFD,2962806,25B-D010N104,AB PF 525 480V 3PH 5HP IP20,"$1,443.19",ea.,,10/01/23,,,,$0.00,
KDL,VFD,,25B-D013N104,AB PF 7.5HP Power Flex 525 480V (3P) IP20,"$1,075.00",ea.,,10/01/23,,,,$0.00,
KDL,VFD,,25B-D017N104,AB PF 10.0HP Power Flex 525 480V (3P) IP20,"$1,330.00",ea.,,10/01/23,,,,$0.00,
KDL,VFD,,25A-B8P0N104,AB PF 2.0HP Power Flex 523 240V 3PH IP20,$237.07,ea.,"ALLEN BRADLEY
3PH 523 240V VFDs",10/01/23,,,,$0.00,
KDL,VFD,,25A-B011N104,AB PF 3.0HP Power Flex 523 240V 3PH IP20,$295.46,ea.,,10/01/23,,,,$0.00,
GRY,VFD,25842379,ATV320U07M2C,ATV320 COMPACT DRIVE IP20 -1.0HP-200/240V 1C,$323.64,ea.,"SCHNEIDER VFD'S 
1PH 320 Series 240V
(NO ETH, SERIAL ONLY!)",,,,,$0.00,
GRY,VFD,25843127,ATV320U11M2C,ATV320 COMPACT DRIVE IP20 -1.5HP-200/240V 2C,$351.55,ea.,,,,,,$0.00,
GRY,VFD,25843128,ATV320U15M2C,ATV320 COMPACT DRIVE IP20 -2.0HP-200/240V 2C,$323.64,ea.,,06/06/23,,,,$0.00,
GRY,VFD,25852214,ATV320U04M3C,ATV320 COMPACT DRIVE IP20 -0.5HP-200/240V 1C,$211.66,ea.,"SCHNEIDER VFD'S 
3PH 320 Series 240V
(NO ETH, SERIAL ONLY!)",05/24/22,1,,,$0.00,
GRY,VFD,25852216,ATV320U07M3C,ATV320 COMPACT DRIVE IP20 -1.0HP-200/240V 1C,$301.48,ea.,,,,,,$0.00,
GRY,VFD,25852217,ATV320U11M3C,ATV320 COMPACT DRIVE IP20 -1.5HP-200/240V 2C,$267.71,ea.,,05/24/22,,,,$0.00,
GRY,VFD,25852218,ATV320U15M3C,ATV320 COMPACT DRIVE IP20 -2HP-200/240V 2C,$388.87,ea.,,05/02/23,,,,$0.00,
